,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
13075,13076,17285,66,1980,3,Super friendly and helpful.,2024-06-08 12:39:57
13076,13077,17287,1980,192,5,"Great rider, very polite.",2022-01-16 15:46:22
13077,13078,17288,1438,1980,3,"Excellent service, will ride again.",2023-08-18 08:56:50
13078,13079,17289,1828,1980,3,Very clean car.,2024-04-18 17:21:17
13079,13080,17290,1980,1400,5,"Great driver, very professional!",2023-11-13 02:54:59
13080,13081,17290,1400,1980,3,Super friendly and helpful.,2023-11-13 04:25:59
13081,13082,17294,1980,139,4,"Quick and efficient, thanks!",2022-10-08 07:18:38
13082,13083,17294,139,1980,4,"Great driver, very professional!",2022-10-08 07:40:38
13086,13087,17298,1887,1937,4,Car was spotless.,2023-03-07 08:41:37
13087,13088,17298,1937,1887,3,"Great driver, very professional!",2023-03-07 08:58:37
13088,13089,17300,293,661,5,"Smooth ride, on time.",2023-12-14 21:08:23
13092,13093,17306,789,661,3,"Smooth ride, on time.",2024-04-10 14:12:44
13095,13096,17308,1649,661,2,Very clean car.,2023-05-09 09:31:01
13096,13097,17312,661,1607,3,Decent experience.,2024-02-16 03:09:12
13100,13101,17317,940,661,4,"Excellent service, will ride again.",2023-04-01 21:30:24
13101,13102,17319,1691,1105,5,"Easy pickup, no problems.",2023-10-16 16:07:00
13102,13103,17319,1105,1691,4,"Smooth ride, on time.",2023-10-16 15:09:00
13104,13105,17324,1987,1691,3,"Smooth ride, on time.",2022-06-18 16:56:30
13105,13106,17325,1691,974,4,"Smooth ride, on time.",2023-08-10 03:37:33
13106,13107,17327,1691,1991,3,Acceptable ride.,2023-08-08 08:56:02
13107,13108,17327,1991,1691,3,Very clean car.,2023-08-08 11:07:02
13108,13109,17329,1479,1691,4,"Smooth ride, on time.",2022-08-11 22:57:39
13109,13110,17330,1691,571,5,"Smooth ride, on time.",2022-02-16 02:05:25
13111,13112,17334,1691,1394,3,Decent experience.,2023-12-16 00:54:32
13113,13114,17336,202,1691,3,Very clean car.,2024-04-28 19:09:19
13115,13116,17342,508,1279,3,"Great driver, very professional!",2023-01-08 02:07:03
13116,13117,17344,1166,1794,4,"5 stars, highly recommend!",2022-09-08 14:17:10
13117,13118,17344,1794,1166,3,"Great driver, very professional!",2022-09-08 16:23:10
13118,13119,17345,947,1166,2,"Excellent service, will ride again.",2022-04-08 13:50:20
13119,13120,17349,1372,665,3,"OK trip, nothing special.",2024-03-18 10:09:35
13122,13123,17354,1558,1372,2,"Smooth ride, on time.",2023-07-19 02:48:42
13123,13124,17355,1724,1372,4,"Smooth ride, on time.",2022-03-06 01:10:51
13124,13125,17358,1372,1781,4,Very courteous driver.,2022-08-20 10:36:23
13125,13126,17359,1372,947,4,"Excellent service, will ride again.",2023-02-23 00:17:09
13126,13127,17361,1372,1474,4,Loved the music selection!,2023-03-16 02:54:49
13127,13128,17363,1131,1372,3,Very clean car.,2023-09-29 06:41:07
13128,13129,17365,461,1372,3,"Smooth ride, on time.",2023-02-21 01:12:01
13131,13132,17369,1372,1400,4,Super friendly and helpful.,2022-04-16 17:33:52
13132,13133,17369,1400,1372,2,"Smooth ride, on time.",2022-04-16 18:31:52
13134,13135,17373,1372,1736,4,"Perfect trip, no issues.",2023-05-12 17:54:55
13138,13139,17378,256,1372,3,Very clean car.,2023-11-26 06:58:28
13141,13142,17382,1372,508,5,Car was spotless.,2022-04-21 07:50:15
13142,13143,17384,1372,176,2,Took a longer route.,2022-09-08 20:14:15
13143,13144,17384,176,1372,3,"Excellent service, will ride again.",2022-09-08 19:42:15
13145,13146,17386,1372,1561,3,"OK trip, nothing special.",2024-06-14 04:10:57
13147,13148,17390,1288,1372,3,"Smooth ride, on time.",2023-01-04 01:26:23
13151,13152,17396,1372,508,4,Very courteous driver.,2023-03-15 00:06:07
13154,13155,17402,1881,1372,3,Super friendly and helpful.,2023-08-06 15:16:26
13155,13156,17406,1509,1372,3,"Great driver, very professional!",2022-01-13 07:09:38
13156,13157,17407,1755,1372,3,"Excellent service, will ride again.",2023-03-27 00:58:08
13158,13159,17409,1372,436,4,"5 stars, highly recommend!",2022-10-20 16:53:32
13159,13160,17412,1372,959,4,"Excellent service, will ride again.",2023-05-05 16:32:16
13160,13161,17412,959,1372,5,Super friendly and helpful.,2023-05-05 17:49:16
13162,13163,17415,867,1372,3,"Smooth ride, on time.",2024-03-06 03:52:07
13164,13165,17416,1281,1372,4,Super friendly and helpful.,2022-03-30 02:38:19
13166,13167,17418,1981,1372,4,"Great driver, very professional!",2023-09-17 22:45:38
13167,13168,17419,1984,1372,4,Super friendly and helpful.,2022-09-16 06:45:51
13171,13172,17426,1372,1397,2,Rough driving.,2022-03-18 16:33:28
13173,13174,17428,1372,131,4,Very courteous driver.,2024-05-03 09:45:05
13174,13175,17433,891,1372,4,Super friendly and helpful.,2024-05-29 20:39:28
13175,13176,17437,1526,1372,2,"Excellent service, will ride again.",2022-12-05 23:44:22
13176,13177,17438,452,1372,2,Very clean car.,2024-05-13 04:31:03
13177,13178,17444,382,1397,4,"Smooth ride, on time.",2022-04-13 10:11:23
13180,13181,17446,452,1959,2,"Excellent service, will ride again.",2023-05-11 15:08:35
13182,13183,17447,55,1959,5,"Smooth ride, on time.",2023-07-20 17:10:39
13183,13184,17448,1959,1001,4,Fast and safe driver.,2024-01-16 11:30:11
13186,13187,17451,1959,338,3,Fine driver.,2024-06-13 19:21:48
13187,13188,17452,1959,1739,3,Nothing to complain about.,2023-11-29 20:42:17
13189,13190,17454,1959,974,5,Loved the music selection!,2024-03-06 04:09:49
13190,13191,17455,677,1959,2,"Great driver, very professional!",2023-08-18 09:35:22
13191,13192,17456,1959,957,2,Driver was late.,2022-08-24 00:28:16
13192,13193,17457,1959,1999,4,Very courteous driver.,2023-08-05 16:36:43
13194,13195,17460,1527,288,4,Fast and safe driver.,2022-12-08 16:10:15
13199,13200,17468,1311,1527,2,"Smooth ride, on time.",2023-01-24 18:32:26
13200,13201,17469,1764,1527,3,"Excellent service, will ride again.",2024-01-18 21:50:54
13201,13202,17470,1527,1099,4,Super friendly and helpful.,2023-06-26 10:55:20
13202,13203,17472,1527,891,3,Average experience.,2022-08-24 21:42:20
13204,13205,17473,1227,1527,4,"Excellent service, will ride again.",2024-02-01 19:15:23
13207,13208,17479,1527,1309,4,"Smooth ride, on time.",2023-11-14 17:33:00
13208,13209,17481,553,1648,2,"Smooth ride, on time.",2023-07-10 07:01:07
13209,13210,17483,1648,434,5,"5 stars, highly recommend!",2022-07-10 15:45:01
13210,13211,17485,626,318,5,"Easy pickup, no problems.",2022-05-20 00:37:23
13211,13212,17489,1410,821,3,"Smooth ride, on time.",2023-10-02 02:36:44
13212,13213,17490,155,821,4,"Great driver, very professional!",2022-06-28 05:08:56
13214,13215,17492,821,467,4,Loved the music selection!,2024-04-01 03:34:47
13215,13216,17492,467,821,3,"Great driver, very professional!",2024-04-01 03:30:47
13218,13219,17495,821,339,1,Rough driving.,2022-11-29 15:47:14
13219,13220,17497,821,1948,4,"Easy pickup, no problems.",2022-09-08 16:32:03
13220,13221,17497,1948,821,4,"Excellent service, will ride again.",2022-09-08 17:50:03
13222,13223,17499,1131,821,4,Very clean car.,2022-04-21 15:03:34
13223,13224,17500,821,1288,3,Average experience.,2022-01-28 22:45:42
13224,13225,17501,821,997,4,"Smooth ride, on time.",2024-02-01 03:01:28
13226,13227,17502,1198,821,5,Super friendly and helpful.,2023-02-17 01:13:10
13227,13228,17503,821,1544,4,"Quick and efficient, thanks!",2024-04-16 15:40:44
13229,13230,17507,341,821,4,Super friendly and helpful.,2024-01-11 15:25:07
13231,13232,17508,593,1717,4,"Excellent service, will ride again.",2023-09-13 09:05:51
13233,13234,17509,187,1717,2,Very clean car.,2022-05-28 15:38:32
13234,13235,17511,1717,331,4,"Smooth ride, on time.",2022-11-04 06:23:24
13235,13236,17511,331,1717,3,Very clean car.,2022-11-04 05:18:24
13237,13238,17514,408,1717,4,"Excellent service, will ride again.",2024-05-27 17:08:48
13238,13239,17515,1717,162,5,Very comfortable ride.,2024-06-01 23:44:08
13240,13241,17516,318,1717,2,"Great driver, very professional!",2023-02-27 21:59:27
13241,13242,17517,323,1717,4,"Great driver, very professional!",2022-08-17 15:29:40
13242,13243,17518,1717,1564,4,"Excellent service, will ride again.",2022-12-31 06:14:41
13243,13244,17519,1717,1088,4,Fast and safe driver.,2024-04-19 15:08:26
13244,13245,17519,1088,1717,4,"Great driver, very professional!",2024-04-19 15:42:26
13245,13246,17520,1717,728,5,Car was spotless.,2023-06-27 09:08:55
13248,13249,17525,1717,969,3,Average experience.,2022-11-09 09:23:06
13251,13252,17528,1717,14,4,Super friendly and helpful.,2022-01-21 12:47:52
13253,13254,17533,1717,65,3,Got there safely.,2024-05-03 00:33:21
13257,13258,17538,1717,932,3,Trip was okay.,2023-01-28 03:07:21
13258,13259,17539,1717,1371,5,"Great rider, very polite.",2023-03-22 21:43:28
13259,13260,17540,1724,1717,4,"Smooth ride, on time.",2022-07-11 16:14:50
13260,13261,17543,327,1717,2,"Smooth ride, on time.",2022-11-24 17:02:28
13262,13263,17550,469,1717,3,Super friendly and helpful.,2024-04-08 02:54:23
13263,13264,17551,1717,2,5,Super friendly and helpful.,2022-05-26 22:17:59
13264,13265,17552,1717,194,4,"Easy pickup, no problems.",2022-10-22 08:05:05
13265,13266,17552,194,1717,4,Super friendly and helpful.,2022-10-22 10:21:05
13266,13267,17553,1717,1352,4,Very comfortable ride.,2023-07-25 03:34:56
13267,13268,17553,1352,1717,3,"Smooth ride, on time.",2023-07-25 05:09:56
13269,13270,17556,1668,335,3,Acceptable ride.,2022-10-17 03:34:55
13270,13271,17561,1668,1653,3,Trip was okay.,2022-05-18 05:51:16
13272,13273,17562,1651,1668,3,"Smooth ride, on time.",2023-09-28 07:06:17
13273,13274,17563,1668,920,3,Got there safely.,2023-03-28 17:59:47
13274,13275,17563,920,1668,3,Very clean car.,2023-03-28 18:15:47
13277,13278,17566,995,1668,2,Super friendly and helpful.,2023-02-28 15:38:40
13278,13279,17567,1755,1668,4,"Excellent service, will ride again.",2022-02-20 12:17:04
13279,13280,17568,1668,1653,5,"Perfect trip, no issues.",2022-06-20 18:13:53
13280,13281,17568,1653,1668,3,"Smooth ride, on time.",2022-06-20 17:57:53
13281,13282,17572,1758,1041,2,Had trouble finding the pickup spot.,2023-10-25 06:33:21
13282,13283,17573,1758,510,3,Acceptable ride.,2022-07-21 14:57:32
13283,13284,17573,510,1758,4,"Great driver, very professional!",2022-07-21 15:21:32
13285,13286,17575,1758,741,4,Car was spotless.,2023-09-14 20:00:05
13286,13287,17576,40,1758,4,"Great driver, very professional!",2022-04-01 10:57:06
13287,13288,17577,1758,1237,3,Trip was okay.,2024-04-28 20:21:15
13289,13290,17584,1644,1181,5,"Excellent service, will ride again.",2023-05-13 20:44:17
13290,13291,17584,1181,1644,3,"Great driver, very professional!",2023-05-13 20:21:17
13292,13293,17585,5,1644,3,Super friendly and helpful.,2023-12-29 07:20:10
13295,13296,17591,1644,14,3,Trip was okay.,2022-11-14 02:10:08
13296,13297,17591,14,1644,3,Super friendly and helpful.,2022-11-14 03:09:08
13298,13299,17593,1644,1509,4,"Perfect trip, no issues.",2023-10-21 14:26:51
13299,13300,17594,1644,1011,2,Driver was late.,2022-10-19 13:31:17
13301,13302,17596,1644,1995,3,Nothing to complain about.,2022-04-11 05:12:30
13302,13303,17599,1134,1644,3,Super friendly and helpful.,2023-01-19 07:18:06
13303,13304,17600,1197,1644,3,Super friendly and helpful.,2022-05-09 05:10:07
13304,13305,17601,1644,542,4,Very courteous driver.,2023-02-08 03:22:40
13307,13308,17603,39,14,3,Got there safely.,2023-02-02 10:53:57
13308,13309,17604,280,1026,4,Very clean car.,2022-08-14 22:34:24
13309,13310,17605,280,1775,5,Super friendly and helpful.,2023-06-27 19:38:27
13310,13311,17605,1775,280,3,"Great driver, very professional!",2023-06-27 21:55:27
13315,13316,17617,1153,1111,4,"5 stars, highly recommend!",2023-05-16 02:18:06
13319,13320,17626,572,192,5,"Excellent service, will ride again.",2022-10-21 09:39:43
13320,13321,17626,192,572,2,Super friendly and helpful.,2022-10-21 10:16:43
13321,13322,17627,822,572,4,Super friendly and helpful.,2022-06-09 22:40:42
13324,13325,17630,1591,986,5,Loved the music selection!,2023-07-06 23:28:11
13325,13326,17630,986,1591,4,Very clean car.,2023-07-06 23:54:11
13327,13328,17635,1545,1495,4,Car was spotless.,2022-04-14 16:22:34
13328,13329,17635,1495,1545,4,Very clean car.,2022-04-14 18:09:34
13331,13332,17637,125,1545,2,Super friendly and helpful.,2022-08-24 14:32:08
13332,13333,17638,1545,1105,5,"Perfect trip, no issues.",2023-09-25 03:52:40
13333,13334,17638,1105,1545,3,Super friendly and helpful.,2023-09-25 03:00:40
13334,13335,17643,1545,1100,3,Acceptable ride.,2022-02-26 06:59:26
13335,13336,17643,1100,1545,4,Super friendly and helpful.,2022-02-26 07:23:26
13337,13338,17645,1606,1545,4,Very clean car.,2024-01-15 14:12:22
13338,13339,17647,1545,199,4,"Perfect trip, no issues.",2024-06-14 07:55:47
13339,13340,17647,199,1545,4,"Excellent service, will ride again.",2024-06-14 09:26:47
13341,13342,17649,1545,1544,4,"Quick and efficient, thanks!",2023-01-07 12:42:37
13342,13343,17652,1545,1288,4,Very comfortable ride.,2023-06-13 12:20:30
13344,13345,17655,1545,1044,4,Car was spotless.,2024-03-20 10:10:57
13345,13346,17659,1545,1134,4,"Smooth ride, on time.",2024-01-04 10:00:27
13346,13347,17660,1545,1248,2,Driver was late.,2023-07-04 03:29:32
13347,13348,17661,1545,1812,5,Loved the music selection!,2023-08-24 15:42:07
13348,13349,17661,1812,1545,4,Very clean car.,2023-08-24 17:39:07
13351,13352,17665,1545,1544,4,"Smooth ride, on time.",2023-08-02 10:57:29
13353,13354,17666,1545,883,4,Super friendly and helpful.,2023-04-14 15:41:28
13354,13355,17667,1545,542,4,"Great driver, very professional!",2022-06-16 20:49:12
13357,13358,17676,1545,256,4,Very courteous driver.,2022-12-06 08:08:57
13359,13360,17677,1545,1394,3,Trip was okay.,2024-06-16 08:50:30
13360,13361,17678,1545,1825,3,Nothing to complain about.,2023-05-14 20:25:01
13362,13363,17681,1545,1397,4,Car was spotless.,2023-06-17 14:22:47
13363,13364,17682,1386,1545,4,"Smooth ride, on time.",2022-06-08 19:02:33
13364,13365,17683,1545,947,3,Trip was okay.,2023-12-24 04:55:46
13365,13366,17684,1776,1545,3,"Great driver, very professional!",2022-01-30 09:25:56
13367,13368,17685,477,1545,3,"Great driver, very professional!",2023-11-26 16:03:24
13368,13369,17687,1755,1545,3,Super friendly and helpful.,2024-06-10 07:42:46
13371,13372,17689,139,1545,3,Super friendly and helpful.,2023-05-18 20:21:33
13375,13376,17693,202,1545,3,Super friendly and helpful.,2023-08-03 22:31:37
13376,13377,17694,1545,1040,4,Fast and safe driver.,2023-06-04 14:43:43
13378,13379,17695,224,1545,3,"Smooth ride, on time.",2023-07-29 07:24:38
13379,13380,17697,1545,726,3,"OK trip, nothing special.",2022-10-12 08:40:26
13386,13387,17704,1545,1755,5,"Excellent service, will ride again.",2023-09-10 08:46:35
13388,13389,17705,1403,1545,3,Very clean car.,2022-09-02 15:51:39
13392,13393,17708,52,1545,3,"Smooth ride, on time.",2022-07-14 23:14:06
13393,13394,17709,1545,1311,3,Nothing to complain about.,2023-11-09 05:43:11
13395,13396,17710,324,1545,3,Very clean car.,2022-04-02 10:45:23
13396,13397,17711,1545,147,3,Fine driver.,2023-05-24 21:43:47
13398,13399,17712,1830,1545,3,"Smooth ride, on time.",2022-02-25 22:29:27
13399,13400,17713,1545,1443,2,Driver was rude.,2023-11-25 15:54:54
13401,13402,17716,1477,1545,2,"Smooth ride, on time.",2022-11-05 16:10:50
13404,13405,17723,1545,1991,2,Took too long.,2022-10-28 04:55:07
13405,13406,17723,1991,1545,4,"Smooth ride, on time.",2022-10-28 05:27:07
13407,13408,17724,120,1545,2,"Excellent service, will ride again.",2024-01-25 14:30:44
13411,13412,17729,1545,412,4,"Smooth ride, on time.",2022-08-23 04:41:47
13414,13415,17732,1545,412,3,"OK trip, nothing special.",2023-05-21 14:50:12
13418,13419,17737,833,174,1,Super friendly and helpful.,2022-11-22 18:46:42
13421,13422,17740,825,174,1,"Great driver, very professional!",2022-08-23 11:31:10
13422,13423,17741,174,1975,3,Average experience.,2023-10-27 20:05:22
13423,13424,17742,174,225,2,Car smelled bad.,2023-11-30 18:40:46
13424,13425,17743,174,1380,3,Fine driver.,2023-05-20 17:50:34
13425,13426,17745,174,929,3,Fine driver.,2024-06-26 14:27:05
13426,13427,17748,174,393,5,"Great driver, very professional!",2023-04-18 11:08:36
13427,13428,17749,174,488,4,Very clean car.,2022-06-13 07:36:48
13428,13429,17750,174,2,5,Fast and safe driver.,2023-07-11 07:38:13
13429,13430,17754,1762,1956,5,Very courteous driver.,2023-10-04 14:22:59
13430,13431,17755,922,1968,4,Loved the music selection!,2022-07-16 15:31:30
13433,13434,17757,1141,1367,4,Super friendly and helpful.,2024-02-07 11:18:37
13434,13435,17761,1367,1790,3,Got there safely.,2024-04-07 05:22:27
13435,13436,17762,1367,1400,5,"Smooth ride, on time.",2022-07-10 19:32:34
13440,13441,17765,664,1367,3,Super friendly and helpful.,2022-12-15 19:20:34
13441,13442,17766,1367,318,4,"Quick and efficient, thanks!",2023-11-24 00:09:19
13442,13443,17769,1367,488,3,Decent experience.,2022-12-12 19:14:49
13443,13444,17770,1367,1812,3,Trip was okay.,2022-03-11 02:15:34
13448,13449,17775,1360,1727,3,Got there safely.,2023-07-07 13:10:14
13455,13456,17786,1724,141,3,"Great driver, very professional!",2023-03-19 15:13:10
13456,13457,17788,986,141,4,Super friendly and helpful.,2022-02-14 17:09:59
13457,13458,17789,141,1562,5,"Quick and efficient, thanks!",2022-09-07 19:04:19
13458,13459,17790,141,883,3,Got there safely.,2023-12-10 10:01:37
13459,13460,17790,883,141,4,Very clean car.,2023-12-10 10:21:37
13463,13464,17795,1089,1894,2,Car smelled bad.,2024-03-14 00:56:38
13468,13469,17805,1089,539,4,Loved the music selection!,2024-05-02 22:57:24
13469,13470,17805,539,1089,4,Very clean car.,2024-05-02 22:27:24
13470,13471,17808,1089,452,4,"Perfect trip, no issues.",2023-05-02 20:42:43
13471,13472,17809,1089,977,3,Average experience.,2023-11-22 14:37:04
13472,13473,17811,1089,1105,4,Loved the music selection!,2022-07-29 09:33:28
13475,13476,17819,1380,1089,2,Very clean car.,2022-02-19 13:01:39
13476,13477,17820,1089,866,4,Very comfortable ride.,2024-02-12 21:04:56
13477,13478,17820,866,1089,3,"Smooth ride, on time.",2024-02-12 20:19:56
13478,13479,17821,1089,1865,3,"OK trip, nothing special.",2023-07-05 03:22:34
13479,13480,17823,1089,1509,4,Very clean car.,2023-10-17 06:38:08
13480,13481,17824,1089,726,2,Not very clean.,2023-07-26 22:15:22
13481,13482,17825,1089,908,3,Trip was okay.,2022-09-23 11:47:46
13485,13486,17832,1089,341,3,Decent experience.,2023-03-10 06:45:36
13486,13487,17832,341,1089,4,Super friendly and helpful.,2023-03-10 07:21:36
13487,13488,17835,1089,192,4,"Smooth ride, on time.",2024-02-24 18:15:01
13489,13490,17836,1983,1089,3,"Smooth ride, on time.",2023-10-09 14:57:02
13490,13491,17837,1089,1532,3,"OK trip, nothing special.",2022-05-06 15:48:42
13492,13493,17838,412,1089,2,"Excellent service, will ride again.",2023-07-11 13:44:42
13493,13494,17839,1089,825,3,Fine driver.,2024-03-01 00:50:48
13494,13495,17840,1089,977,3,Acceptable ride.,2022-01-01 18:31:20
13496,13497,17841,1606,1089,2,"Great driver, very professional!",2024-01-09 04:33:49
13497,13498,17842,1089,1881,4,"Perfect trip, no issues.",2022-08-15 16:08:37
13498,13499,17843,1089,1955,3,Acceptable ride.,2024-05-29 17:35:07
13499,13500,17843,1955,1089,4,"Excellent service, will ride again.",2024-05-29 18:18:07
13500,13501,17844,1089,997,4,Very comfortable ride.,2024-01-11 01:21:26
13501,13502,17845,472,1089,2,"Great driver, very professional!",2023-10-09 06:18:30
13502,13503,17849,1089,549,4,Car was spotless.,2024-03-20 20:26:15
13504,13505,17851,1089,52,4,Loved the music selection!,2023-06-01 14:27:10
13507,13508,17856,1089,469,2,Took a longer route.,2023-11-22 02:47:10
13508,13509,17856,469,1089,4,"Excellent service, will ride again.",2023-11-22 03:40:10
13510,13511,17860,1089,539,3,Got there safely.,2023-10-10 02:50:17
13511,13512,17863,1089,190,4,"Great rider, very polite.",2023-07-28 08:50:42
13512,13513,17864,1089,1221,5,Very clean car.,2024-05-08 13:28:49
13513,13514,17864,1221,1089,2,Super friendly and helpful.,2024-05-08 13:33:49
13514,13515,17865,1584,1089,3,"Great driver, very professional!",2022-03-05 19:15:30
13515,13516,17866,1089,742,4,Very comfortable ride.,2023-05-01 08:42:27
13521,13522,17874,1089,1099,4,"Smooth ride, on time.",2022-01-01 08:26:22
13522,13523,17874,1099,1089,4,"Great driver, very professional!",2022-01-01 09:05:22
13523,13524,17875,1089,1561,5,Super friendly and helpful.,2023-03-29 11:43:50
13525,13526,17879,1089,643,3,Nothing to complain about.,2022-11-28 22:20:58
13527,13528,17881,1131,1089,4,"Smooth ride, on time.",2023-07-25 18:06:45
13528,13529,17883,1089,248,5,Loved the music selection!,2023-06-21 17:01:51
13529,13530,17884,1089,1975,5,Car was spotless.,2022-03-21 01:10:27
13531,13532,17885,1089,230,3,Average experience.,2023-03-16 17:40:58
13532,13533,17885,230,1089,4,Super friendly and helpful.,2023-03-16 17:10:58
13533,13534,17888,916,1001,4,Car was spotless.,2022-03-22 11:32:20
13534,13535,17890,448,916,4,Super friendly and helpful.,2022-06-07 15:41:46
13535,13536,17891,162,916,5,"Great driver, very professional!",2023-10-13 04:13:54
13537,13538,17894,1087,916,4,"Smooth ride, on time.",2022-07-26 02:08:36
13538,13539,17895,916,224,3,Nothing to complain about.,2022-11-06 10:51:25
13539,13540,17899,916,1658,5,Car was spotless.,2022-01-19 21:36:28
13541,13542,17901,1561,1718,4,Super friendly and helpful.,2022-07-12 10:18:46
13542,13543,17906,1821,1649,2,Driver was rude.,2023-09-17 18:16:38
13543,13544,17906,1649,1821,5,"Smooth ride, on time.",2023-09-17 17:05:38
13545,13546,17908,1821,1713,3,Acceptable ride.,2024-01-17 14:58:21
13548,13549,17913,717,118,5,Very clean car.,2022-08-29 08:44:00
13552,13553,17918,1654,447,4,"Excellent service, will ride again.",2023-02-23 01:15:35
13555,13556,17921,447,2,5,Very courteous driver.,2024-02-19 15:33:15
13556,13557,17921,2,447,4,"Excellent service, will ride again.",2024-02-19 15:49:15
13558,13559,17923,447,1814,5,"Excellent service, will ride again.",2023-05-08 21:41:40
13559,13560,17924,447,1544,2,Car smelled bad.,2023-09-18 04:21:28
13560,13561,17924,1544,447,4,Very clean car.,2023-09-18 03:23:28
13561,13562,17925,335,447,4,Very clean car.,2023-05-16 13:36:12
13563,13564,17927,447,1088,3,Trip was okay.,2022-12-24 06:52:41
13566,13567,17931,643,447,2,Super friendly and helpful.,2023-07-04 06:57:51
13569,13570,17934,447,318,5,Very clean car.,2023-07-15 01:37:41
13570,13571,17937,447,1400,5,Fast and safe driver.,2023-08-31 05:07:38
13571,13572,17937,1400,447,4,Super friendly and helpful.,2023-08-31 07:25:38
13573,13574,17940,748,447,3,"Excellent service, will ride again.",2023-08-03 02:22:41
13575,13576,17941,776,447,4,"Smooth ride, on time.",2023-11-03 02:43:18
13577,13578,17945,447,341,5,"Perfect trip, no issues.",2022-11-03 20:59:15
13578,13579,17945,341,447,2,"Excellent service, will ride again.",2022-11-03 22:03:15
13580,13581,17947,1041,447,4,"Smooth ride, on time.",2022-09-18 22:21:58
13581,13582,17948,447,1427,3,Trip was okay.,2022-05-30 12:03:29
13582,13583,17948,1427,447,3,Super friendly and helpful.,2022-05-30 13:16:29
13584,13585,17950,447,121,4,Very comfortable ride.,2023-09-09 13:17:37
13586,13587,17951,1331,447,4,Very clean car.,2023-11-12 10:11:48
13587,13588,17952,1479,447,5,"Excellent service, will ride again.",2022-09-16 08:22:30
13590,13591,17957,447,510,3,Got there safely.,2023-05-01 03:28:25
13591,13592,17957,510,447,4,"Excellent service, will ride again.",2023-05-01 03:52:25
13592,13593,17958,447,394,4,"Excellent service, will ride again.",2023-01-06 00:44:51
13593,13594,17958,394,447,3,Very clean car.,2023-01-05 23:07:51
13594,13595,17959,447,1839,3,Fine driver.,2022-08-10 23:32:35
13596,13597,17961,447,1134,4,Loved the music selection!,2022-12-03 06:09:47
13599,13600,17963,461,447,2,"Excellent service, will ride again.",2023-01-11 14:01:43
13601,13602,17964,1205,447,4,Very clean car.,2022-11-10 02:48:01
13602,13603,17968,447,1812,3,Trip was okay.,2024-05-06 20:55:48
13603,13604,17969,447,957,4,Very courteous driver.,2023-10-10 11:27:21
13604,13605,17969,957,447,3,Very clean car.,2023-10-10 10:55:21
13607,13608,17973,726,447,3,Very clean car.,2024-02-20 21:21:50
13608,13609,17975,447,1526,4,Loved the music selection!,2022-09-08 04:50:08
13610,13611,17977,884,477,5,Super friendly and helpful.,2024-03-23 21:11:16
13611,13612,17977,477,884,2,Very clean car.,2024-03-23 21:07:16
13612,13613,17979,1080,920,4,Super friendly and helpful.,2023-08-14 08:31:43
13614,13615,17980,1955,1080,4,"Great driver, very professional!",2022-03-08 06:31:03
13615,13616,17981,1080,1544,4,"Great rider, very polite.",2024-01-04 20:07:18
13617,13618,17982,1981,1080,4,Super friendly and helpful.,2024-06-27 04:42:37
13618,13619,17984,1080,256,5,Super friendly and helpful.,2023-09-03 03:17:13
13619,13620,17986,1080,1699,3,Got there safely.,2023-03-17 10:05:45
13621,13622,17989,1080,643,5,Fast and safe driver.,2023-05-06 14:07:42
13622,13623,17989,643,1080,3,"Great driver, very professional!",2023-05-06 14:13:42
13623,13624,17991,201,1080,4,Super friendly and helpful.,2022-03-09 03:08:47
13624,13625,17992,1080,1752,3,Nothing to complain about.,2023-06-18 19:21:49
13625,13626,17992,1752,1080,3,"Smooth ride, on time.",2023-06-18 19:48:49
13626,13627,17993,1080,1084,4,Very courteous driver.,2023-02-19 04:46:21
13627,13628,17994,1080,1472,4,"5 stars, highly recommend!",2023-04-05 10:20:23
13629,13630,17996,1080,104,3,Fine driver.,2022-11-16 00:15:14
13632,13633,17999,1080,1607,4,"Quick and efficient, thanks!",2022-03-11 10:40:16
13633,13634,17999,1607,1080,4,"Excellent service, will ride again.",2022-03-11 11:28:16
13634,13635,18000,1394,1080,4,"Excellent service, will ride again.",2023-09-28 23:46:48
13635,13636,18003,697,1080,4,"Smooth ride, on time.",2023-03-14 06:00:38
13636,13637,18005,1080,1206,5,"Smooth ride, on time.",2024-01-25 14:26:10
13637,13638,18006,1080,1775,4,"Great rider, very polite.",2022-03-16 00:24:22
13638,13639,18006,1775,1080,2,Super friendly and helpful.,2022-03-16 01:27:22
13639,13640,18008,1080,825,4,"Excellent service, will ride again.",2024-01-19 21:36:36
13640,13641,18008,825,1080,2,"Great driver, very professional!",2024-01-19 21:44:36
13641,13642,18009,1080,256,4,Fast and safe driver.,2023-07-29 12:23:13
13642,13643,18011,1026,1080,3,"Great driver, very professional!",2022-11-13 10:15:56
13643,13644,18012,1080,450,4,"Excellent service, will ride again.",2022-12-04 18:48:07
13644,13645,18013,1080,1739,4,Loved the music selection!,2022-11-24 23:58:36
13647,13648,18018,834,1080,3,Very clean car.,2023-06-08 17:13:22
13648,13649,18019,1080,974,4,"Great driver, very professional!",2023-06-30 14:47:11
13649,13650,18019,974,1080,3,"Smooth ride, on time.",2023-06-30 17:32:11
13652,13653,18023,1080,235,4,Car was spotless.,2023-12-12 09:15:38
